"Step","obs_best_seed2/11-29_10-38 - train/stats.tracking_error","obs_best_seed2/11-29_10-38 - train/stats.tracking_error__MIN","obs_best_seed2/11-29_10-38 - train/stats.tracking_error__MAX"
"7293","-0.022318702191114426","-0.022318702191114426","-0.022318702191114426"
"7317","-0.020835505798459053","-0.020835505798459053","-0.020835505798459053"
"7341","-0.019010042771697044","-0.019010042771697044","-0.019010042771697044"
"7365","-0.018009323626756668","-0.018009323626756668","-0.018009323626756668"
"7389","-0.01761668547987938","-0.01761668547987938","-0.01761668547987938"
"7413","-0.016544057056307793","-0.016544057056307793","-0.016544057056307793"
"7437","-0.016081420704722404","-0.016081420704722404","-0.016081420704722404"
"7461","-0.016693884506821632","-0.016693884506821632","-0.016693884506821632"
"7485","-0.016293121501803398","-0.016293121501803398","-0.016293121501803398"
"7509","-0.01606140099465847","-0.01606140099465847","-0.01606140099465847"
"7533","-0.016413267701864243","-0.016413267701864243","-0.016413267701864243"
"7557","-0.01592765562236309","-0.01592765562236309","-0.01592765562236309"
"7581","-0.016088243573904037","-0.016088243573904037","-0.016088243573904037"
"7605","-0.015791282057762146","-0.015791282057762146","-0.015791282057762146"
"7629","-0.015944868326187134","-0.015944868326187134","-0.015944868326187134"
"7653","-0.015239302068948746","-0.015239302068948746","-0.015239302068948746"
"7677","-0.01596314087510109","-0.01596314087510109","-0.01596314087510109"
"7701","-0.017482751980423927","-0.017482751980423927","-0.017482751980423927"
"7725","-0.01659211702644825","-0.01659211702644825","-0.01659211702644825"
"7749","-0.01916029118001461","-0.01916029118001461","-0.01916029118001461"
"7773","-0.01980886608362198","-0.01980886608362198","-0.01980886608362198"
"7797","-0.017260687425732613","-0.017260687425732613","-0.017260687425732613"
"7822","-0.01688104309141636","-0.01688104309141636","-0.01688104309141636"
"7846","-0.01574302837252617","-0.01574302837252617","-0.01574302837252617"
"7870","-0.015271391719579697","-0.015271391719579697","-0.015271391719579697"
"7894","-0.014774426817893982","-0.014774426817893982","-0.014774426817893982"
"7918","-0.014342499896883965","-0.014342499896883965","-0.014342499896883965"
"7942","-0.014048592187464237","-0.014048592187464237","-0.014048592187464237"
"7966","-0.013975840061903","-0.013975840061903","-0.013975840061903"
"7990","-0.01340089738368988","-0.01340089738368988","-0.01340089738368988"
"8014","-0.013493509963154793","-0.013493509963154793","-0.013493509963154793"
"8038","-0.01349554117769003","-0.01349554117769003","-0.01349554117769003"
"8062","-0.01319790631532669","-0.01319790631532669","-0.01319790631532669"
"8086","-0.01293222513049841","-0.01293222513049841","-0.01293222513049841"
"8110","-0.012887237593531609","-0.012887237593531609","-0.012887237593531609"
"8134","-0.012767997570335865","-0.012767997570335865","-0.012767997570335865"
"8158","-0.012802925892174244","-0.012802925892174244","-0.012802925892174244"
"8182","-0.012786014936864376","-0.012786014936864376","-0.012786014936864376"
"8206","-0.012516402639448643","-0.012516402639448643","-0.012516402639448643"
"8230","-0.012849642895162106","-0.012849642895162106","-0.012849642895162106"
"8254","-0.023982509970664978","-0.023982509970664978","-0.023982509970664978"
"8278","-0.025448929518461227","-0.025448929518461227","-0.025448929518461227"
"8302","-0.02310967817902565","-0.02310967817902565","-0.02310967817902565"
"8326","-0.022162558510899544","-0.022162558510899544","-0.022162558510899544"
"8350","-0.01918315887451172","-0.01918315887451172","-0.01918315887451172"
"8374","-0.02120804972946644","-0.02120804972946644","-0.02120804972946644"
"8398","-0.0188092403113842","-0.0188092403113842","-0.0188092403113842"
"8422","-0.017457501962780952","-0.017457501962780952","-0.017457501962780952"
"8446","-0.014967543072998524","-0.014967543072998524","-0.014967543072998524"
"8470","-0.015154027380049229","-0.015154027380049229","-0.015154027380049229"
"8494","-0.014559735544025898","-0.014559735544025898","-0.014559735544025898"
"8518","-0.014176052995026112","-0.014176052995026112","-0.014176052995026112"
"8542","-0.01434448640793562","-0.01434448640793562","-0.01434448640793562"
"8566","-0.014140392653644085","-0.014140392653644085","-0.014140392653644085"
"8590","-0.013684926554560661","-0.013684926554560661","-0.013684926554560661"
"8614","-0.013669650070369244","-0.013669650070369244","-0.013669650070369244"
"8638","-0.013682877644896507","-0.013682877644896507","-0.013682877644896507"
"8662","-0.013360925018787384","-0.013360925018787384","-0.013360925018787384"
"8686","-0.012918648310005665","-0.012918648310005665","-0.012918648310005665"
"8710","-0.013037014752626419","-0.013037014752626419","-0.013037014752626419"
"8734","-0.012944990769028664","-0.012944990769028664","-0.012944990769028664"
"8759","-0.013083761557936668","-0.013083761557936668","-0.013083761557936668"
"8784","-0.01265347097069025","-0.01265347097069025","-0.01265347097069025"
"8808","-0.012764220125973225","-0.012764220125973225","-0.012764220125973225"
"8832","-0.012604610994458199","-0.012604610994458199","-0.012604610994458199"
"8856","-0.012446586973965168","-0.012446586973965168","-0.012446586973965168"
"8880","-0.012432770803570747","-0.012432770803570747","-0.012432770803570747"
"8904","-0.012279988266527653","-0.012279988266527653","-0.012279988266527653"
