"Step","obs_critic_wot_seed2/11-30_15-20 - train/stats.tracking_error","obs_critic_wot_seed2/11-30_15-20 - train/stats.tracking_error__MIN","obs_critic_wot_seed2/11-30_15-20 - train/stats.tracking_error__MAX"
"869","-0.09344740957021713","-0.09344740957021713","-0.09344740957021713"
"893","-0.08936747163534164","-0.08936747163534164","-0.08936747163534164"
"917","-0.08681658655405045","-0.08681658655405045","-0.08681658655405045"
"940","-0.10876350104808807","-0.10876350104808807","-0.10876350104808807"
"964","-0.10125871747732162","-0.10125871747732162","-0.10125871747732162"
"988","-0.09309519082307816","-0.09309519082307816","-0.09309519082307816"
"1012","-0.08919091522693634","-0.08919091522693634","-0.08919091522693634"
"1036","-0.08697705715894699","-0.08697705715894699","-0.08697705715894699"
"1060","-0.08866684138774872","-0.08866684138774872","-0.08866684138774872"
"1085","-0.08962991088628769","-0.08962991088628769","-0.08962991088628769"
"1110","-0.08559384942054749","-0.08559384942054749","-0.08559384942054749"
"1137","-0.08548016846179962","-0.08548016846179962","-0.08548016846179962"
"1164","-0.09408470243215561","-0.09408470243215561","-0.09408470243215561"
"1189","-0.09200865030288696","-0.09200865030288696","-0.09200865030288696"
"1213","-0.08672400563955307","-0.08672400563955307","-0.08672400563955307"
"1237","-0.09055255353450775","-0.09055255353450775","-0.09055255353450775"
"1261","-0.08974972367286682","-0.08974972367286682","-0.08974972367286682"
"1285","-0.08661350607872009","-0.08661350607872009","-0.08661350607872009"
"1309","-0.08595596253871918","-0.08595596253871918","-0.08595596253871918"
"1333","-0.08761906623840332","-0.08761906623840332","-0.08761906623840332"
"1357","-0.083401158452034","-0.083401158452034","-0.083401158452034"
"1381","-0.08313031494617462","-0.08313031494617462","-0.08313031494617462"
"1405","-0.07877467572689056","-0.07877467572689056","-0.07877467572689056"
"1429","-0.077674999833107","-0.077674999833107","-0.077674999833107"
"1453","-0.07546569406986237","-0.07546569406986237","-0.07546569406986237"
"1477","-0.07288117706775665","-0.07288117706775665","-0.07288117706775665"
"1501","-0.07178855687379837","-0.07178855687379837","-0.07178855687379837"
"1525","-0.07214585691690445","-0.07214585691690445","-0.07214585691690445"
"1549","-0.07441827654838562","-0.07441827654838562","-0.07441827654838562"
"1573","-0.07608684152364731","-0.07608684152364731","-0.07608684152364731"
"1597","-0.07626602053642273","-0.07626602053642273","-0.07626602053642273"
"1621","-0.07961086183786392","-0.07961086183786392","-0.07961086183786392"
"1645","-0.08033376187086105","-0.08033376187086105","-0.08033376187086105"
"1669","-0.07774925231933594","-0.07774925231933594","-0.07774925231933594"
"1693","-0.08127486705780029","-0.08127486705780029","-0.08127486705780029"
"1717","-0.08335515111684799","-0.08335515111684799","-0.08335515111684799"
"1742","-0.08597508072853088","-0.08597508072853088","-0.08597508072853088"
"1768","-0.08952639251947403","-0.08952639251947403","-0.08952639251947403"
"1795","-0.08852510899305344","-0.08852510899305344","-0.08852510899305344"
"1820","-0.08355609327554703","-0.08355609327554703","-0.08355609327554703"
"1845","-0.08470941334962845","-0.08470941334962845","-0.08470941334962845"
"1869","-0.08568104356527328","-0.08568104356527328","-0.08568104356527328"
"1893","-0.08805235475301743","-0.08805235475301743","-0.08805235475301743"
"1917","-0.08902163058519363","-0.08902163058519363","-0.08902163058519363"
"1941","-0.08924422413110733","-0.08924422413110733","-0.08924422413110733"
"1965","-0.09289446473121643","-0.09289446473121643","-0.09289446473121643"
"1989","-0.09254489839076996","-0.09254489839076996","-0.09254489839076996"
"2013","-0.09066974371671677","-0.09066974371671677","-0.09066974371671677"
"2037","-0.0855557918548584","-0.0855557918548584","-0.0855557918548584"
"2061","-0.08126620948314667","-0.08126620948314667","-0.08126620948314667"
"2085","-0.07874642312526703","-0.07874642312526703","-0.07874642312526703"
"2109","-0.07975967973470688","-0.07975967973470688","-0.07975967973470688"
"2133","-0.07965435832738876","-0.07965435832738876","-0.07965435832738876"
"2157","-0.07858128100633621","-0.07858128100633621","-0.07858128100633621"
"2181","-0.0823562890291214","-0.0823562890291214","-0.0823562890291214"
"2205","-0.08481240272521973","-0.08481240272521973","-0.08481240272521973"
"2229","-0.08762665092945099","-0.08762665092945099","-0.08762665092945099"
"2253","-0.08943914622068405","-0.08943914622068405","-0.08943914622068405"
"2277","-0.08889790624380112","-0.08889790624380112","-0.08889790624380112"
"2301","-0.08739995211362839","-0.08739995211362839","-0.08739995211362839"
"2325","-0.0848376676440239","-0.0848376676440239","-0.0848376676440239"
"2349","-0.08216417580842972","-0.08216417580842972","-0.08216417580842972"
"2374","-0.07755681127309799","-0.07755681127309799","-0.07755681127309799"
"2399","-0.07405032962560654","-0.07405032962560654","-0.07405032962560654"
"2424","-0.07660506665706635","-0.07660506665706635","-0.07660506665706635"
"2450","-0.08072125911712646","-0.08072125911712646","-0.08072125911712646"
"2476","-0.08152009546756744","-0.08152009546756744","-0.08152009546756744"
"2501","-0.08508249372243881","-0.08508249372243881","-0.08508249372243881"
"2526","-0.08441391587257385","-0.08441391587257385","-0.08441391587257385"
"2550","-0.08474504947662354","-0.08474504947662354","-0.08474504947662354"
"2574","-0.08514539152383804","-0.08514539152383804","-0.08514539152383804"
"2598","-0.08202478289604187","-0.08202478289604187","-0.08202478289604187"
"2622","-0.0797596350312233","-0.0797596350312233","-0.0797596350312233"
"2646","-0.08153093606233597","-0.08153093606233597","-0.08153093606233597"
"2670","-0.08361998200416565","-0.08361998200416565","-0.08361998200416565"
"2694","-0.08279072493314743","-0.08279072493314743","-0.08279072493314743"
"2718","-0.08494856208562851","-0.08494856208562851","-0.08494856208562851"
"2742","-0.08592971414327621","-0.08592971414327621","-0.08592971414327621"
"2766","-0.07877705246210098","-0.07877705246210098","-0.07877705246210098"
"2790","-0.07484825700521469","-0.07484825700521469","-0.07484825700521469"
"2814","-0.07287472486495972","-0.07287472486495972","-0.07287472486495972"
"2838","-0.07291305810213089","-0.07291305810213089","-0.07291305810213089"
"2862","-0.07416782528162003","-0.07416782528162003","-0.07416782528162003"
"2886","-0.07493564486503601","-0.07493564486503601","-0.07493564486503601"
"2910","-0.07625485956668854","-0.07625485956668854","-0.07625485956668854"
"2934","-0.07932056486606598","-0.07932056486606598","-0.07932056486606598"
"2958","-0.07790610194206238","-0.07790610194206238","-0.07790610194206238"
"2982","-0.07828234881162643","-0.07828234881162643","-0.07828234881162643"
"3007","-0.07675549387931824","-0.07675549387931824","-0.07675549387931824"
"3032","-0.0772002711892128","-0.0772002711892128","-0.0772002711892128"
"3058","-0.07692908495664597","-0.07692908495664597","-0.07692908495664597"
"3084","-0.08017761260271072","-0.08017761260271072","-0.08017761260271072"
"3109","-0.08461230993270874","-0.08461230993270874","-0.08461230993270874"
"3134","-0.08697177469730377","-0.08697177469730377","-0.08697177469730377"
"3158","-0.08502620458602905","-0.08502620458602905","-0.08502620458602905"
"3182","-0.08764071017503738","-0.08764071017503738","-0.08764071017503738"
"3206","-0.08699367940425873","-0.08699367940425873","-0.08699367940425873"
"3230","-0.08178306370973587","-0.08178306370973587","-0.08178306370973587"
"3254","-0.08153966069221497","-0.08153966069221497","-0.08153966069221497"
"3278","-0.07698795199394226","-0.07698795199394226","-0.07698795199394226"
"3302","-0.07555611431598663","-0.07555611431598663","-0.07555611431598663"
"3326","-0.07841096073389053","-0.07841096073389053","-0.07841096073389053"
"3350","-0.07998091727495193","-0.07998091727495193","-0.07998091727495193"
"3374","-0.0802864357829094","-0.0802864357829094","-0.0802864357829094"
"3398","-0.0807475671172142","-0.0807475671172142","-0.0807475671172142"
"3422","-0.07943706214427948","-0.07943706214427948","-0.07943706214427948"
"3446","-0.08165846019983292","-0.08165846019983292","-0.08165846019983292"
"3470","-0.08289562165737152","-0.08289562165737152","-0.08289562165737152"
"3494","-0.08468062430620193","-0.08468062430620193","-0.08468062430620193"
"3518","-0.08284313231706619","-0.08284313231706619","-0.08284313231706619"
"3542","-0.08071713894605637","-0.08071713894605637","-0.08071713894605637"
"3566","-0.08111637830734253","-0.08111637830734253","-0.08111637830734253"
"3590","-0.07990501075983047","-0.07990501075983047","-0.07990501075983047"
"3614","-0.07795315235853195","-0.07795315235853195","-0.07795315235853195"
"3638","-0.0725926011800766","-0.0725926011800766","-0.0725926011800766"
"3662","-0.06960733979940414","-0.06960733979940414","-0.06960733979940414"
"3686","-0.0682239830493927","-0.0682239830493927","-0.0682239830493927"
"3711","-0.07190166413784027","-0.07190166413784027","-0.07190166413784027"
"3736","-0.07135768979787827","-0.07135768979787827","-0.07135768979787827"
"3761","-0.07399192452430725","-0.07399192452430725","-0.07399192452430725"
"3787","-0.07438594102859497","-0.07438594102859497","-0.07438594102859497"
"3812","-0.07450847327709198","-0.07450847327709198","-0.07450847327709198"
"3837","-0.07528257369995117","-0.07528257369995117","-0.07528257369995117"
"3861","-0.07413485646247864","-0.07413485646247864","-0.07413485646247864"
"3885","-0.0738578736782074","-0.0738578736782074","-0.0738578736782074"
"3909","-0.07355780899524689","-0.07355780899524689","-0.07355780899524689"
"3933","-0.07324312627315521","-0.07324312627315521","-0.07324312627315521"
"3957","-0.07608999311923981","-0.07608999311923981","-0.07608999311923981"
"3981","-0.07190359383821487","-0.07190359383821487","-0.07190359383821487"
"4005","-0.07031384110450745","-0.07031384110450745","-0.07031384110450745"
"4029","-0.07165061682462692","-0.07165061682462692","-0.07165061682462692"
"4053","-0.07118446379899979","-0.07118446379899979","-0.07118446379899979"
"4077","-0.0685448870062828","-0.0685448870062828","-0.0685448870062828"
"4101","-0.07131113111972809","-0.07131113111972809","-0.07131113111972809"
"4125","-0.07280039042234421","-0.07280039042234421","-0.07280039042234421"
"4149","-0.07417844980955124","-0.07417844980955124","-0.07417844980955124"
"4173","-0.07047726958990097","-0.07047726958990097","-0.07047726958990097"
"4197","-0.0715617761015892","-0.0715617761015892","-0.0715617761015892"
"4221","-0.0699622705578804","-0.0699622705578804","-0.0699622705578804"
"4245","-0.07005691528320312","-0.07005691528320312","-0.07005691528320312"
"4269","-0.06933639198541641","-0.06933639198541641","-0.06933639198541641"
"4293","-0.070138119161129","-0.070138119161129","-0.070138119161129"
"4317","-0.07091362774372101","-0.07091362774372101","-0.07091362774372101"
"4341","-0.07099539786577225","-0.07099539786577225","-0.07099539786577225"
"4365","-0.0749724879860878","-0.0749724879860878","-0.0749724879860878"
"4389","-0.07689298689365387","-0.07689298689365387","-0.07689298689365387"
"4413","-0.07718782871961594","-0.07718782871961594","-0.07718782871961594"
"4438","-0.0775933787226677","-0.0775933787226677","-0.0775933787226677"
"4463","-0.0774989053606987","-0.0774989053606987","-0.0774989053606987"
"4488","-0.07436281442642212","-0.07436281442642212","-0.07436281442642212"
"4514","-0.07245958596467972","-0.07245958596467972","-0.07245958596467972"
"4539","-0.07240932434797287","-0.07240932434797287","-0.07240932434797287"
"4564","-0.07146252691745758","-0.07146252691745758","-0.07146252691745758"
"4588","-0.06934352219104767","-0.06934352219104767","-0.06934352219104767"
"4612","-0.06800073385238647","-0.06800073385238647","-0.06800073385238647"
"4636","-0.06557895243167877","-0.06557895243167877","-0.06557895243167877"
"4660","-0.06715178489685059","-0.06715178489685059","-0.06715178489685059"
"4684","-0.06994029134511948","-0.06994029134511948","-0.06994029134511948"
"4708","-0.0715702474117279","-0.0715702474117279","-0.0715702474117279"
"4732","-0.07329542934894562","-0.07329542934894562","-0.07329542934894562"
"4756","-0.07286819815635681","-0.07286819815635681","-0.07286819815635681"
"4780","-0.07134921848773956","-0.07134921848773956","-0.07134921848773956"
"4804","-0.07093364745378494","-0.07093364745378494","-0.07093364745378494"
"4828","-0.07032985985279083","-0.07032985985279083","-0.07032985985279083"
"4852","-0.06981565803289413","-0.06981565803289413","-0.06981565803289413"
"4876","-0.0671687051653862","-0.0671687051653862","-0.0671687051653862"
"4900","-0.0662192553281784","-0.0662192553281784","-0.0662192553281784"
"4924","-0.06834293156862259","-0.06834293156862259","-0.06834293156862259"
"4948","-0.07263094931840897","-0.07263094931840897","-0.07263094931840897"
"4972","-0.07250960916280746","-0.07250960916280746","-0.07250960916280746"
"4996","-0.06884560734033585","-0.06884560734033585","-0.06884560734033585"
"5020","-0.07050405442714691","-0.07050405442714691","-0.07050405442714691"
"5044","-0.07293646037578583","-0.07293646037578583","-0.07293646037578583"
"5068","-0.07225272804498672","-0.07225272804498672","-0.07225272804498672"
"5092","-0.07483260333538055","-0.07483260333538055","-0.07483260333538055"
"5117","-0.0739627406001091","-0.0739627406001091","-0.0739627406001091"
"5142","-0.07358374446630478","-0.07358374446630478","-0.07358374446630478"
"5167","-0.07415397465229034","-0.07415397465229034","-0.07415397465229034"
"5193","-0.07180168479681015","-0.07180168479681015","-0.07180168479681015"
"5218","-0.07028542459011078","-0.07028542459011078","-0.07028542459011078"
"5243","-0.0712265595793724","-0.0712265595793724","-0.0712265595793724"
"5268","-0.07018619030714035","-0.07018619030714035","-0.07018619030714035"
"5292","-0.07076331228017807","-0.07076331228017807","-0.07076331228017807"
"5316","-0.07220925390720367","-0.07220925390720367","-0.07220925390720367"
"5340","-0.07422679662704468","-0.07422679662704468","-0.07422679662704468"
"5364","-0.07326020300388336","-0.07326020300388336","-0.07326020300388336"
"5388","-0.07430997490882874","-0.07430997490882874","-0.07430997490882874"
"5412","-0.07362499088048935","-0.07362499088048935","-0.07362499088048935"
"5436","-0.0712558925151825","-0.0712558925151825","-0.0712558925151825"
"5460","-0.06980790942907333","-0.06980790942907333","-0.06980790942907333"
"5484","-0.0696256160736084","-0.0696256160736084","-0.0696256160736084"
"5508","-0.06984293460845947","-0.06984293460845947","-0.06984293460845947"
"5532","-0.07287640869617462","-0.07287640869617462","-0.07287640869617462"
"5556","-0.07553249597549438","-0.07553249597549438","-0.07553249597549438"
"5580","-0.07374148070812225","-0.07374148070812225","-0.07374148070812225"
"5604","-0.0711442157626152","-0.0711442157626152","-0.0711442157626152"
"5628","-0.07072246819734573","-0.07072246819734573","-0.07072246819734573"
"5652","-0.0703062191605568","-0.0703062191605568","-0.0703062191605568"
"5676","-0.07184775173664093","-0.07184775173664093","-0.07184775173664093"
"5700","-0.06895037740468979","-0.06895037740468979","-0.06895037740468979"
"5724","-0.06460215151309967","-0.06460215151309967","-0.06460215151309967"
"5748","-0.06495270878076553","-0.06495270878076553","-0.06495270878076553"
"5772","-0.06719672679901123","-0.06719672679901123","-0.06719672679901123"
"5796","-0.07015353441238403","-0.07015353441238403","-0.07015353441238403"
"5820","-0.07046059519052505","-0.07046059519052505","-0.07046059519052505"
"5845","-0.06978708505630493","-0.06978708505630493","-0.06978708505630493"
"5870","-0.06717832386493683","-0.06717832386493683","-0.06717832386493683"
"5895","-0.0632060244679451","-0.0632060244679451","-0.0632060244679451"
"5921","-0.0640956237912178","-0.0640956237912178","-0.0640956237912178"
"5946","-0.06263428926467896","-0.06263428926467896","-0.06263428926467896"
"5971","-0.06214128062129021","-0.06214128062129021","-0.06214128062129021"
"5995","-0.06219373643398285","-0.06219373643398285","-0.06219373643398285"
"6019","-0.0619189478456974","-0.0619189478456974","-0.0619189478456974"
"6043","-0.061980150640010834","-0.061980150640010834","-0.061980150640010834"
"6067","-0.05971214920282364","-0.05971214920282364","-0.05971214920282364"
"6091","-0.05858436971902847","-0.05858436971902847","-0.05858436971902847"
"6115","-0.059883784502744675","-0.059883784502744675","-0.059883784502744675"
"6139","-0.05876602977514267","-0.05876602977514267","-0.05876602977514267"
"6163","-0.05782769247889519","-0.05782769247889519","-0.05782769247889519"
"6187","-0.05846482515335083","-0.05846482515335083","-0.05846482515335083"
"6211","-0.061075080186128616","-0.061075080186128616","-0.061075080186128616"
"6235","-0.06388664990663528","-0.06388664990663528","-0.06388664990663528"
"6259","-0.06326422840356827","-0.06326422840356827","-0.06326422840356827"
"6283","-0.06340140104293823","-0.06340140104293823","-0.06340140104293823"
"6307","-0.06264311075210571","-0.06264311075210571","-0.06264311075210571"
"6331","-0.06192651763558388","-0.06192651763558388","-0.06192651763558388"
"6355","-0.06146346405148506","-0.06146346405148506","-0.06146346405148506"
"6379","-0.0599379763007164","-0.0599379763007164","-0.0599379763007164"
"6403","-0.0601968951523304","-0.0601968951523304","-0.0601968951523304"
"6427","-0.059809740632772446","-0.059809740632772446","-0.059809740632772446"
"6451","-0.06057483330368996","-0.06057483330368996","-0.06057483330368996"
"6475","-0.06169668957591057","-0.06169668957591057","-0.06169668957591057"
"6499","-0.06271642446517944","-0.06271642446517944","-0.06271642446517944"
"6524","-0.06097600609064102","-0.06097600609064102","-0.06097600609064102"
"6549","-0.05846492201089859","-0.05846492201089859","-0.05846492201089859"
"6574","-0.058605439960956573","-0.058605439960956573","-0.058605439960956573"
"6599","-0.05907534807920456","-0.05907534807920456","-0.05907534807920456"
"6624","-0.05943513289093971","-0.05943513289093971","-0.05943513289093971"
"6649","-0.06120380386710167","-0.06120380386710167","-0.06120380386710167"
"6674","-0.06473177671432495","-0.06473177671432495","-0.06473177671432495"
"6698","-0.0654311552643776","-0.0654311552643776","-0.0654311552643776"
"6722","-0.06446249783039093","-0.06446249783039093","-0.06446249783039093"
"6746","-0.06364551931619644","-0.06364551931619644","-0.06364551931619644"
"6770","-0.06130053848028183","-0.06130053848028183","-0.06130053848028183"
"6794","-0.06035976484417915","-0.06035976484417915","-0.06035976484417915"
"6818","-0.06249695271253586","-0.06249695271253586","-0.06249695271253586"
"6842","-0.06221412122249603","-0.06221412122249603","-0.06221412122249603"
"6866","-0.062638059258461","-0.062638059258461","-0.062638059258461"
"6890","-0.0653776228427887","-0.0653776228427887","-0.0653776228427887"
"6914","-0.06346599757671356","-0.06346599757671356","-0.06346599757671356"
"6938","-0.060796014964580536","-0.060796014964580536","-0.060796014964580536"
"6962","-0.06004132702946663","-0.06004132702946663","-0.06004132702946663"
"6986","-0.05845684930682182","-0.05845684930682182","-0.05845684930682182"
"7010","-0.057452064007520676","-0.057452064007520676","-0.057452064007520676"
"7034","-0.058688025921583176","-0.058688025921583176","-0.058688025921583176"
"7058","-0.05890176072716713","-0.05890176072716713","-0.05890176072716713"
"7082","-0.0588262565433979","-0.0588262565433979","-0.0588262565433979"
"7106","-0.05933669954538345","-0.05933669954538345","-0.05933669954538345"
"7130","-0.05919036641716957","-0.05919036641716957","-0.05919036641716957"
"7154","-0.05896671488881111","-0.05896671488881111","-0.05896671488881111"
"7178","-0.059036530554294586","-0.059036530554294586","-0.059036530554294586"
"7202","-0.060561519116163254","-0.060561519116163254","-0.060561519116163254"
"7226","-0.06127629801630974","-0.06127629801630974","-0.06127629801630974"
"7251","-0.060510896146297455","-0.060510896146297455","-0.060510896146297455"
"7276","-0.05990530177950859","-0.05990530177950859","-0.05990530177950859"
"7301","-0.05895812809467316","-0.05895812809467316","-0.05895812809467316"
"7326","-0.05841580778360367","-0.05841580778360367","-0.05841580778360367"
"7351","-0.05847521498799324","-0.05847521498799324","-0.05847521498799324"
"7376","-0.058977819979190826","-0.058977819979190826","-0.058977819979190826"
"7401","-0.05941814184188843","-0.05941814184188843","-0.05941814184188843"
"7425","-0.05891420319676399","-0.05891420319676399","-0.05891420319676399"
"7449","-0.0588073655962944","-0.0588073655962944","-0.0588073655962944"
"7473","-0.05924374982714653","-0.05924374982714653","-0.05924374982714653"
"7497","-0.058317430317401886","-0.058317430317401886","-0.058317430317401886"
"7521","-0.056550730019807816","-0.056550730019807816","-0.056550730019807816"
"7545","-0.057012733072042465","-0.057012733072042465","-0.057012733072042465"
"7569","-0.057434070855379105","-0.057434070855379105","-0.057434070855379105"
"7593","-0.0575496181845665","-0.0575496181845665","-0.0575496181845665"
"7617","-0.05836626514792442","-0.05836626514792442","-0.05836626514792442"
"7641","-0.05992834270000458","-0.05992834270000458","-0.05992834270000458"
"7665","-0.060750752687454224","-0.060750752687454224","-0.060750752687454224"
"7689","-0.06252586096525192","-0.06252586096525192","-0.06252586096525192"
"7713","-0.06177807226777077","-0.06177807226777077","-0.06177807226777077"
"7737","-0.060851436108350754","-0.060851436108350754","-0.060851436108350754"
"7761","-0.06030762940645218","-0.06030762940645218","-0.06030762940645218"
"7785","-0.06095113977789879","-0.06095113977789879","-0.06095113977789879"
"7809","-0.06040890887379646","-0.06040890887379646","-0.06040890887379646"
"7833","-0.060471080243587494","-0.060471080243587494","-0.060471080243587494"
"7857","-0.05922183766961098","-0.05922183766961098","-0.05922183766961098"
"7881","-0.06155325472354889","-0.06155325472354889","-0.06155325472354889"
"7905","-0.06052890047430992","-0.06052890047430992","-0.06052890047430992"
"7929","-0.060112837702035904","-0.060112837702035904","-0.060112837702035904"
"7953","-0.05970340594649315","-0.05970340594649315","-0.05970340594649315"
"7978","-0.05862778052687645","-0.05862778052687645","-0.05862778052687645"
"8003","-0.058192409574985504","-0.058192409574985504","-0.058192409574985504"
"8028","-0.0592958927154541","-0.0592958927154541","-0.0592958927154541"
"8053","-0.05985661596059799","-0.05985661596059799","-0.05985661596059799"
"8078","-0.06062367185950279","-0.06062367185950279","-0.06062367185950279"
"8103","-0.06067565083503723","-0.06067565083503723","-0.06067565083503723"
"8127","-0.061722882091999054","-0.061722882091999054","-0.061722882091999054"
"8151","-0.060069143772125244","-0.060069143772125244","-0.060069143772125244"
"8175","-0.05929352343082428","-0.05929352343082428","-0.05929352343082428"
"8199","-0.05981069803237915","-0.05981069803237915","-0.05981069803237915"
"8223","-0.06183236464858055","-0.06183236464858055","-0.06183236464858055"
"8247","-0.06277810782194138","-0.06277810782194138","-0.06277810782194138"
"8271","-0.06300464272499084","-0.06300464272499084","-0.06300464272499084"
"8295","-0.06220558285713196","-0.06220558285713196","-0.06220558285713196"
"8319","-0.06155141070485115","-0.06155141070485115","-0.06155141070485115"
"8343","-0.06225761026144028","-0.06225761026144028","-0.06225761026144028"
"8367","-0.06199498102068901","-0.06199498102068901","-0.06199498102068901"
"8391","-0.061423055827617645","-0.061423055827617645","-0.061423055827617645"
"8415","-0.06232484057545662","-0.06232484057545662","-0.06232484057545662"
"8439","-0.06306038796901703","-0.06306038796901703","-0.06306038796901703"
"8463","-0.0630262941122055","-0.0630262941122055","-0.0630262941122055"
"8487","-0.06168034300208092","-0.06168034300208092","-0.06168034300208092"
"8511","-0.059765689074993134","-0.059765689074993134","-0.059765689074993134"
"8535","-0.05934687331318855","-0.05934687331318855","-0.05934687331318855"
"8559","-0.060827989131212234","-0.060827989131212234","-0.060827989131212234"
"8583","-0.060828547924757004","-0.060828547924757004","-0.060828547924757004"
"8607","-0.058389812707901","-0.058389812707901","-0.058389812707901"
"8631","-0.05830966308712959","-0.05830966308712959","-0.05830966308712959"
"8655","-0.05785253271460533","-0.05785253271460533","-0.05785253271460533"
"8679","-0.0573505237698555","-0.0573505237698555","-0.0573505237698555"
"8703","-0.05796069651842117","-0.05796069651842117","-0.05796069651842117"
"8728","-0.05867157131433487","-0.05867157131433487","-0.05867157131433487"
"8753","-0.060090623795986176","-0.060090623795986176","-0.060090623795986176"
"8778","-0.061712153255939484","-0.061712153255939484","-0.061712153255939484"
"8803","-0.06283896416425705","-0.06283896416425705","-0.06283896416425705"
"8828","-0.0628352165222168","-0.0628352165222168","-0.0628352165222168"
"8853","-0.06365814059972763","-0.06365814059972763","-0.06365814059972763"
"8878","-0.06108948960900307","-0.06108948960900307","-0.06108948960900307"
"8902","-0.06209702789783478","-0.06209702789783478","-0.06209702789783478"
"8926","-0.06368432193994522","-0.06368432193994522","-0.06368432193994522"
"8950","-0.06230027973651886","-0.06230027973651886","-0.06230027973651886"
"8974","-0.06174476444721222","-0.06174476444721222","-0.06174476444721222"
"8998","-0.06340353935956955","-0.06340353935956955","-0.06340353935956955"
"9022","-0.06413033604621887","-0.06413033604621887","-0.06413033604621887"
"9046","-0.06436233222484589","-0.06436233222484589","-0.06436233222484589"
"9070","-0.06544329971075058","-0.06544329971075058","-0.06544329971075058"
"9094","-0.06524261832237244","-0.06524261832237244","-0.06524261832237244"
"9118","-0.06448177248239517","-0.06448177248239517","-0.06448177248239517"
"9142","-0.06335096806287766","-0.06335096806287766","-0.06335096806287766"
"9166","-0.06268228590488434","-0.06268228590488434","-0.06268228590488434"
"9190","-0.06357920169830322","-0.06357920169830322","-0.06357920169830322"
"9214","-0.061968978494405746","-0.061968978494405746","-0.061968978494405746"
"9238","-0.060339316725730896","-0.060339316725730896","-0.060339316725730896"
"9262","-0.06207726150751114","-0.06207726150751114","-0.06207726150751114"
"9286","-0.0632639154791832","-0.0632639154791832","-0.0632639154791832"
